;Date received;Product;Sub-product;Company;State;Submitted via;Timely response?;Consumer disputed?
701399;09/12/2016;Debt collection;Other (i.e. phone, health club, etc.);Linebarger Goggan Blair & Sampson, LLP;VA;Web;Yes;No
701831;08/30/2016;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;GA;Web;Yes;No
702027;09/12/2016;Debt collection;Other (i.e. phone, health club, etc.);Security Finance;GA;Web;Yes;No
702080;09/22/2016;Debt collection;Other (i.e. phone, health club, etc.);First Credit Services Inc.;IL;Web;Yes;No
703547;09/22/2016;Debt collection;Medical;CCS Financial Services, Inc.;WA;Web;Yes;No
703758;08/26/2016;Debt collection;I do not know;Professional Bureau of Collections of Maryland, Inc.;FL;Web;Yes;No
703911;11/08/2016;Debt collection;Mortgage;Bank of America;MD;Web;Yes;Yes
704139;09/15/2016;Debt collection;Other (i.e. phone, health club, etc.);CCS Financial Services, Inc.;OH;Web;No;No
704333;09/23/2016;Debt collection;Credit card;Radius Global Solutions LLC;IN;Web;Yes;No
704636;09/23/2016;Debt collection;Credit card;Radius Global Solutions LLC;IN;Web;Yes;No
704722;11/17/2016;Debt collection;Other (i.e. phone, health club, etc.);Ballybunion Enterprises, Inc;CO;Web;Yes;Yes
704768;08/21/2016;Debt collection;Credit card;Synchrony Financial;NM;Web;Yes;No
704895;08/15/2016;Debt collection;Medical;United Consumers Inc;VA;Web;Yes;No
705580;09/29/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;FL;Web;Yes;No
705613;09/28/2016;Debt collection;Other (i.e. phone, health club, etc.);Hunter Warfield, Inc.;ID;Web;Yes;No
705669;08/18/2016;Debt collection;Other (i.e. phone, health club, etc.);Receivables Performance Management LLC;HI;Web;Yes;No
705791;08/18/2016;Debt collection;I do not know;Global Asset Management Group, Inc.;TX;Web;Yes;No
705850;09/28/2016;Debt collection;Other (i.e. phone, health club, etc.);I.C. System, Inc.;AZ;Web;Yes;No
705905;10/04/2016;Debt collection;Other (i.e. phone, health club, etc.);United Consumers Inc;VA;Web;Yes;No
705939;10/03/2016;Debt collection;I do not know;Direct Recovery Services, LLC;PA;Web;Yes;No
705995;09/30/2016;Debt collection;I do not know;Credit International Corporation;CA;Web;Yes;No
706023;09/27/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;TX;Web;Yes;No
706045;10/03/2016;Debt collection;Other (i.e. phone, health club, etc.);Source Receivables Management LLC;IL;Web;Yes;No
706056;08/11/2016;Debt collection;Other (i.e. phone, health club, etc.);Sterling Jewelers Inc.;VA;Web;Yes;No
706230;09/30/2016;Debt collection;Medical;Harris & Harris, Ltd.;FL;Web;Yes;No
706693;09/24/2016;Debt collection;Other (i.e. phone, health club, etc.);Commercial Acceptance Company;FL;Web;Yes;No
706843;09/07/2016;Debt collection;Other (i.e. phone, health club, etc.);Eastern Account Systems of Connecticut, Inc.;OR;Web;Yes;No
706887;09/29/2016;Debt collection;Other (i.e. phone, health club, etc.);The CMI Group, Inc.;VA;Web;Yes;No
706894;10/20/2016;Student loan;Non-federal student loan;Wells Fargo & Company;NY;Web;Yes;Yes
706934;09/29/2016;Student loan;Federal student loan servicing;Wells Fargo & Company;TX;Web;Yes;No
706964;09/13/2016;Debt collection;Mortgage;Bank of America;CA;Web;Yes;No
707236;09/27/2016;Debt collection;Other (i.e. phone, health club, etc.);I.C. System, Inc.;NM;Web;Yes;No
707238;09/27/2016;Debt collection;Other (i.e. phone, health club, etc.);R.M. Galicia, Inc.;CA;Web;Yes;No
707287;09/29/2016;Debt collection;Credit card;Citibank;WA;Web;Yes;No
707508;09/30/2016;Debt collection;I do not know;Hunter Warfield, Inc.;TX;Web;Yes;No
707643;08/27/2016;Debt collection;I do not know;Synchrony Financial;FL;Web;Yes;No
707724;11/18/2016;Debt collection;Other (i.e. phone, health club, etc.);Diversified Adjustment Service, Inc.;CA;Web;Yes;Yes
707791;10/11/2016;Debt collection;Mortgage;Navy FCU;NV;Web;Yes;Yes
707800;10/19/2016;Debt collection;Credit card;Navy FCU;NY;Web;Yes;Yes
707960;09/30/2016;Debt collection;I do not know;ERC;TX;Web;Yes;No
708038;10/04/2016;Payday loan;Payday loan;Enova International, Inc.;VA;Web;Yes;No
708093;09/25/2016;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;NC;Web;Yes;No
708105;09/29/2016;Debt collection;I do not know;ERC;WA;Web;Yes;No
708106;09/19/2016;Debt collection;Non-federal student loan;Sallie Mae;MT;Web;Yes;No
708112;09/27/2016;Debt collection;Credit card;Allied Interstate LLC;WI;Web;Yes;No
708378;09/20/2016;Debt collection;Medical;Thunderbird Collection Specialists, Inc.;AZ;Web;No;No
708426;09/29/2016;Debt collection;Other (i.e. phone, health club, etc.);MRS BPO, L.L.C.;CO;Web;Yes;No
708524;10/10/2016;Debt collection;Other (i.e. phone, health club, etc.);Stellar Recovery Inc.;KY;Web;Yes;No
708904;09/26/2016;Debt collection;Other (i.e. phone, health club, etc.);Penn Credit Corporation;NJ;Web;Yes;No
708907;10/04/2016;Debt collection;I do not know;Messerli & Kramer P.A.;TX;Web;Yes;No
708955;10/06/2016;Debt collection;Credit card;Pressler & Pressler, LLP;NJ;Web;Yes;No
709077;09/20/2016;Debt collection;I do not know;JH Portfolio Debt Equities, LLC;FL;Web;Yes;No
709325;10/04/2016;Debt collection;Medical;Capital Recovery Corporation;CA;Web;Yes;No
709344;10/03/2016;Student loan;Federal student loan servicing;Great Lakes;CA;Web;Yes;No
709634;10/03/2016;Debt collection;Other (i.e. phone, health club, etc.);Monterey Financial Services, Inc.;NC;Web;Yes;No
709794;10/03/2016;Debt collection;Other (i.e. phone, health club, etc.);Focus Holding Company;AL;Web;Yes;No
710211;10/12/2016;Debt collection;Credit card;Convergent Resources, Inc.;FL;Web;Yes;No
710350;11/20/2016;Debt collection;Medical;Revenue Recovery Corporation;TN;Web;Yes;Yes
710392;10/13/2016;Debt collection;Other (i.e. phone, health club, etc.);Convergent Resources, Inc.;CA;Web;Yes;No
710577;10/05/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;MA;Web;Yes;No
710722;10/11/2016;Debt collection;Payday loan;Clear Debt Solutions, LLC;CA;Web;Yes;Yes
710914;09/27/2016;Student loan;Federal student loan servicing;Performant Financial Corporation;NY;Web;Yes;No
711024;10/01/2016;Debt collection;Other (i.e. phone, health club, etc.);Fidelity Capital Holdings, Inc.;CA;Web;Yes;No
711098;09/29/2016;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;TX;Web;Yes;No
711213;10/13/2016;Debt collection;I do not know;Universal Fidelity LP;CA;Web;Yes;No
711300;08/16/2016;Debt collection;Medical;Tenet HealthCare Corporation;MO;Web;Yes;No
711304;11/21/2016;Debt collection;Medical;Capital Accounts, LLC;SC;Web;Yes;Yes
711336;10/10/2016;Debt collection;I do not know;Harris & Harris, Ltd.;MD;Web;Yes;No
711465;10/17/2016;Debt collection;Medical;Tenet HealthCare Corporation;IL;Web;No;Yes
711875;10/10/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;VA;Web;Yes;No
711954;08/20/2016;Debt collection;Medical;Tenet HealthCare Corporation;AZ;Web;Yes;No
712029;09/30/2016;Debt collection;I do not know;Receivables Performance Management LLC;TX;Web;Yes;No
712292;11/20/2016;Debt collection;Other (i.e. phone, health club, etc.);Source Receivables Management LLC;VA;Web;Yes;Yes
712336;10/07/2016;Debt collection;Other (i.e. phone, health club, etc.);American Profit Recovery, Inc;IN;Web;Yes;No
712460;10/07/2016;Debt collection;Medical;Phoenix Financial Services LLC;NY;Web;Yes;No
712529;10/03/2016;Debt collection;I do not know;BlueChip Financial;IL;Web;Yes;No
712604;10/04/2016;Debt collection;Credit card;Mandarich Law Group, LLP;WA;Web;Yes;No
712626;10/04/2016;Debt collection;Other (i.e. phone, health club, etc.);FAIR COLLECTIONS & OUTSOURCING, INC.;IL;Web;Yes;No
712649;10/14/2016;Debt collection;Mortgage;Aspen National Financial, Inc.;CA;Web;Yes;No
712729;10/05/2016;Debt collection;Other (i.e. phone, health club, etc.);Advanced Collection Bureau, Inc.;LA;Web;Yes;No
712752;09/29/2016;Debt collection;I do not know;Wells Fargo & Company;MD;Web;No;No
712774;11/24/2016;Debt collection;I do not know;Hunter Warfield, Inc.;VA;Web;Yes;Yes
712780;10/14/2016;Debt collection;Medical;Procollect Services LLC;ND;Web;No;Yes
712795;09/15/2016;Debt collection;Credit card;ERC;TX;Web;Yes;No
713133;10/11/2016;Debt collection;Other (i.e. phone, health club, etc.);Credit Protection Association, L.P.;NE;Web;Yes;No
713262;10/04/2016;Debt collection;Credit card;Bank of America;WA;Web;Yes;No
713265;11/28/2016;Debt collection;I do not know;Stellar Recovery Inc.;GA;Web;Yes;Yes
713368;10/07/2016;Debt collection;Mortgage;Select Portfolio Servicing, Inc;PA;Web;Yes;No
713505;10/06/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;CA;Web;Yes;No
713647;08/11/2016;Payday loan;Payday loan;ACQ Holdings, LLC.;MO;Web;Yes;No
714239;10/06/2016;Debt collection;I do not know;CCS Financial Services, Inc.;KY;Web;Yes;No
714328;11/28/2016;Debt collection;I do not know;Synchrony Financial;MS;Web;Yes;Yes
714382;09/30/2016;Student loan;Federal student loan servicing;Wells Fargo & Company;VA;Web;Yes;No
714453;10/03/2016;Debt collection;Credit card;Wells Fargo & Company;FL;Web;No;No
714523;10/07/2016;Debt collection;Medical;Radius Global Solutions LLC;PA;Web;Yes;No
714573;10/06/2016;Debt collection;Medical;B.C. Services, Inc.;CO;Web;Yes;No
714650;10/07/2016;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;FL;Web;Yes;No
714758;08/26/2016;Debt collection;Medical;Collection Center Inc;ND;Web;Yes;No
715057;08/22/2016;Debt collection;Medical;Tenet HealthCare Corporation;FL;Web;Yes;No
715301;08/18/2016;Debt collection;Medical;Amsher Collection Services, Inc.;FL;Web;Yes;No
715767;10/27/2016;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;GA;Web;Yes;Yes
715872;10/21/2016;Debt collection;Credit card;Van Ru Credit Corporation;GA;Web;Yes;No
715876;10/07/2016;Debt collection;Non-federal student loan;Navy FCU;IL;Web;Yes;No
715927;10/11/2016;Debt collection;Medical;Paramount Recovery Systems, L.P.;TX;Web;Yes;No
716102;10/24/2016;Debt collection;Medical;Debt Recovery Solutions, LLC;NY;Web;Yes;No
716379;10/20/2016;Student loan;Non-federal student loan;MOHELA;AR;Web;Yes;No
716663;10/25/2016;Debt collection;Medical;Credence Resource Management, LLC;AZ;Web;Yes;No
716771;10/20/2016;Student loan;Federal student loan servicing;MOHELA;OH;Web;Yes;No
716926;10/13/2016;Debt collection;I do not know;HOVG, LLC;CA;Web;Yes;No
717065;10/22/2016;Debt collection;Credit card;Pinnacle Recovery, Inc.;MO;Web;Yes;No
717417;10/10/2016;Debt collection;Credit card;Bank of America;CA;Web;Yes;No
717595;09/22/2016;Debt collection;Other (i.e. phone, health club, etc.);Dyck-O'Neal, Inc.;TN;Web;Yes;No
717657;10/08/2016;Debt collection;Other (i.e. phone, health club, etc.);TransUnion Intermediate Holdings, Inc.;CO;Web;Yes;No
717700;10/19/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;GA;Web;Yes;No
717896;11/19/2016;Debt collection;Medical;Overton, Russell, Doerr and Donovan, LLP;NY;Web;Yes;Yes
717900;10/05/2016;Debt collection;Mortgage;Ditech Financial LLC;AZ;Web;Yes;No
717954;09/23/2016;Debt collection;Medical;American Collections Enterprise, Inc.;VA;Web;Yes;No
718143;10/17/2016;Debt collection;Other (i.e. phone, health club, etc.);Credence Resource Management, LLC;KY;Web;Yes;No
718221;10/12/2016;Debt collection;Auto;Selip & Stylianou, LLP;NY;Web;Yes;No
718268;09/14/2016;Debt collection;Other (i.e. phone, health club, etc.);Systematic National Collection, Inc.;CA;Web;Yes;No
718275;09/20/2016;Debt collection;Other (i.e. phone, health club, etc.);Valentine and Kebartas, Inc.;FL;Web;Yes;No
718538;09/23/2016;Student loan;Non-federal student loan;Sallie Mae;PA;Web;Yes;No
718565;10/20/2016;Debt collection;Other (i.e. phone, health club, etc.);MRS BPO, L.L.C.;SC;Web;Yes;No
718694;08/30/2016;Debt collection;I do not know;National Credit Systems,Inc.;TX;Web;Yes;No
718787;09/09/2016;Debt collection;I do not know;CCS Financial Services, Inc.;GA;Web;Yes;No
719208;11/07/2016;Debt collection;Credit card;Riverwalk Financial Corporation;CA;Web;Yes;Yes
719222;10/27/2016;Debt collection;I do not know;Rash Curtis and Associates;CA;Web;Yes;No
719244;10/27/2016;Debt collection;Other (i.e. phone, health club, etc.);Professional Placement Services, LLC;MN;Web;Yes;No
719326;12/02/2016;Debt collection;Other (i.e. phone, health club, etc.);I.Q. Data International, Inc.;NM;Web;Yes;Yes
719363;12/01/2016;Debt collection;Other (i.e. phone, health club, etc.);USA Discounters, Ltd.;CA;Web;Yes;Yes
719381;12/02/2016;Debt collection;Other (i.e. phone, health club, etc.);Credit Corp Solutions Inc.;PA;Web;Yes;Yes
719438;09/02/2016;Debt collection;I do not know;I.C. System, Inc.;CA;Web;Yes;No
719821;10/22/2016;Debt collection;I do not know;Penn Credit Corporation;CA;Web;Yes;No
719861;10/24/2016;Debt collection;Credit card;Financial Business and Consumer Solutions.;MI;Web;Yes;No
720047;10/24/2016;Debt collection;I do not know;Hunter Warfield, Inc.;SC;Web;Yes;No
720096;10/18/2016;Debt collection;Other (i.e. phone, health club, etc.);Kinum, Inc.;AL;Web;Yes;No
720113;10/27/2016;Debt collection;Mortgage;Shellpoint Partners, LLC;AR;Web;Yes;No
720204;10/19/2016;Debt collection;Credit card;Synchrony Financial;MO;Web;Yes;No
720519;10/30/2016;Debt collection;Other (i.e. phone, health club, etc.);Stellar Recovery Inc.;MN;Web;Yes;No
720951;11/01/2016;Debt collection;Medical;AmeriCollect;FL;Web;Yes;No
720977;12/03/2016;Debt collection;Credit card;JH Portfolio Debt Equities, LLC;VA;Web;Yes;Yes
720993;10/28/2016;Debt collection;I do not know;Pressler & Pressler, LLP;NJ;Web;Yes;No
721062;10/18/2016;Debt collection;Medical;FMS Inc.;WA;Web;Yes;No
721390;09/19/2016;Debt collection;I do not know;Zealandia Holding Company, Inc.;FL;Web;Yes;No
721793;10/11/2016;Debt collection;Credit card;Wells Fargo & Company;CO;Web;No;No
721912;10/31/2016;Debt collection;Medical;Financial Asset Management Systems, Inc.;GA;Web;Yes;No
722107;10/25/2016;Debt collection;Other (i.e. phone, health club, etc.);Fidelity National Information Services, Inc. (FNIS);VA;Web;Yes;No
722407;09/09/2016;Debt collection;Non-federal student loan;Education Management Corporation;NC;Web;Yes;No
722670;10/29/2016;Debt collection;Other (i.e. phone, health club, etc.);Hunter Warfield, Inc.;FL;Web;Yes;No
723506;11/05/2016;Debt collection;Medical;HCFS Health Care Financial Services, Inc.;OH;Web;Yes;No
723518;11/03/2016;Debt collection;I do not know;Penn Credit Corporation;TX;Web;Yes;No
723529;09/08/2016;Debt collection;Other (i.e. phone, health club, etc.);Amsher Collection Services, Inc.;FL;Web;Yes;No
723533;11/06/2016;Debt collection;Other (i.e. phone, health club, etc.);Meridian Financial Services, Inc.;MO;Web;Yes;No
723703;10/26/2016;Debt collection;Payday loan;Premier Portfolio Group;SD;Web;Yes;No
723811;10/23/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;WV;Web;Yes;No
724040;11/05/2016;Debt collection;Medical;Penn Credit Corporation;TX;Web;Yes;No
724170;11/06/2016;Debt collection;Other (i.e. phone, health club, etc.);BYL Collection Services;SC;Web;Yes;No
724553;10/28/2016;Debt collection;Other (i.e. phone, health club, etc.);CCS Financial Services, Inc.;FL;Web;Yes;No
724597;09/09/2016;Debt collection;Medical;Tenet HealthCare Corporation;CA;Web;Yes;No
724615;11/07/2016;Debt collection;Medical;Choice Recovery, Inc.;IL;Web;Yes;No
724640;09/29/2016;Debt collection;Medical;Profit Services Group;FL;Web;Yes;No
725095;11/03/2016;Debt collection;Credit card;JH Portfolio Debt Equities, LLC;AZ;Web;Yes;No
725627;09/24/2016;Payday loan;Payday loan;Duvera Billing Services, LLC;AZ;Web;Yes;No
726201;11/07/2016;Debt collection;I do not know;ERC;FL;Web;Yes;No
726270;10/30/2016;Debt collection;Medical;Nationwide Credit Corporation;MD;Web;Yes;No
726334;12/06/2016;Debt collection;Other (i.e. phone, health club, etc.);Duncan Solutions, lnc.;MD;Web;Yes;Yes
726412;11/06/2016;Debt collection;Other (i.e. phone, health club, etc.);CCS Financial Services, Inc.;OK;Web;Yes;No
726433;09/26/2016;Debt collection;Credit card;GreenSky Trade Credit, LLC;CA;Web;Yes;No
726660;10/07/2016;Debt collection;Other (i.e. phone, health club, etc.);FAIR COLLECTIONS & OUTSOURCING, INC.;NE;Web;Yes;No
726730;10/20/2016;Debt collection;Other (i.e. phone, health club, etc.);FAIR COLLECTIONS & OUTSOURCING, INC.;SC;Web;Yes;No
726975;11/12/2016;Debt collection;I do not know;Dyck-O'Neal, Inc.;OH;Web;Yes;No
727014;11/13/2016;Debt collection;Other (i.e. phone, health club, etc.);Cardinal Accounts, Inc.;IN;Web;Yes;No
727105;11/03/2016;Debt collection;Other (i.e. phone, health club, etc.);D.B.M.E., INC;NJ;Web;Yes;No
727610;11/12/2016;Debt collection;Medical;Consumer Collection Management. Inc;IL;Web;Yes;No
727777;09/15/2016;Debt collection;I do not know;Meridian ARG Inc.;FL;Web;Yes;No
728112;09/28/2016;Debt collection;I do not know;Sunrise Credit Services Inc.;MD;Web;Yes;No
728227;09/19/2016;Debt collection;I do not know;Meridian ARG Inc.;GA;Web;Yes;No
728236;10/18/2016;Debt collection;Credit card;Citibank;TX;Web;Yes;No
728533;11/21/2016;Debt collection;Mortgage;Washington Federal;WA;Web;Yes;Yes
728592;11/06/2016;Debt collection;Other (i.e. phone, health club, etc.);Merchants' Credit Guide Company;SC;Web;Yes;No
728710;10/27/2016;Debt collection;I do not know;Aargon Agency, Inc.;NV;Web;No;No
728753;10/29/2016;Payday loan;Payday loan;Citibank;NY;Web;Yes;No
729002;10/31/2016;Debt collection;Other (i.e. phone, health club, etc.);Financial Accounts Service Team Inc.;TN;Web;No;No
729025;11/10/2016;Debt collection;Medical;Choice Recovery, Inc.;TX;Web;Yes;No
729321;09/14/2016;Debt collection;Medical;Credence Resource Management, LLC;GA;Web;Yes;No
729517;11/07/2016;Debt collection;Other (i.e. phone, health club, etc.);Credit Protection Association, L.P.;CA;Web;Yes;No
729816;10/13/2016;Debt collection;I do not know;Navy FCU;MO;Web;Yes;No
730036;11/05/2016;Debt collection;Other (i.e. phone, health club, etc.);Sunrise Credit Services Inc.;CT;Web;Yes;No
730097;12/07/2016;Debt collection;Medical;A.C.S. Companies, Inc. I;IL;Web;Yes;Yes
730162;10/26/2016;Debt collection;Mortgage;Bank of America;FL;Web;Yes;No
730191;11/08/2016;Debt collection;Other (i.e. phone, health club, etc.);Credit Protection Association, L.P.;VI;Web;Yes;No
730306;12/13/2016;Debt collection;Credit card;Synchrony Financial;CA;Web;Yes;Yes
730700;11/04/2016;Debt collection;Mortgage;FAIR COLLECTIONS & OUTSOURCING, INC.;CA;Web;Yes;No
730739;10/22/2016;Debt collection;Medical;Retrieval-Masters Creditors Bureau, Inc.;CA;Web;Yes;No
730768;10/12/2016;Payday loan;Payday loan;Enova International, Inc.;MD;Web;Yes;No
730983;11/01/2016;Debt collection;Medical;Overton, Russell, Doerr and Donovan, LLP;NY;Web;Yes;Yes
730998;12/14/2016;Debt collection;Credit card;Voss & Klein, LLC;FL;Web;Yes;Yes
731031;11/04/2016;Debt collection;Other (i.e. phone, health club, etc.);I.C. System, Inc.;TX;Web;Yes;No
731130;10/20/2016;Debt collection;Other (i.e. phone, health club, etc.);I.C. System, Inc.;SC;Web;Yes;No
731389;11/09/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;TX;Web;Yes;No
731405;11/14/2016;Debt collection;I do not know;Allied Interstate LLC;CA;Web;Yes;No
731439;11/08/2016;Debt collection;I do not know;First National Collection Bureau, Inc.;ME;Web;Yes;No
731633;09/22/2016;Debt collection;Medical;Tenet HealthCare Corporation;TX;Web;Yes;No
731653;10/12/2016;Debt collection;Other (i.e. phone, health club, etc.);Navy FCU;MD;Web;Yes;No
731730;09/11/2016;Debt collection;Other (i.e. phone, health club, etc.);Amsher Collection Services, Inc.;FL;Web;Yes;No
732063;10/25/2016;Debt collection;Other (i.e. phone, health club, etc.);Focused Recovery Solutions, Inc.;VA;Web;No;No
732100;11/15/2016;Debt collection;Other (i.e. phone, health club, etc.);Focus Holding Company;TX;Web;Yes;No
732202;11/14/2016;Debt collection;Other (i.e. phone, health club, etc.);ERC;NV;Web;Yes;No
732302;11/07/2016;Debt collection;I do not know;The Receivable Management Services Corporation;OH;Web;Yes;No
732540;11/22/2016;Debt collection;I do not know;Stellar Recovery Inc.;IA;Web;Yes;No
732994;09/20/2016;Debt collection;Payday loan;Advanced Professional Group;NH;Web;Yes;No
733097;10/27/2016;Debt collection;Mortgage;Bank of America;AR;Web;Yes;No
733262;12/17/2016;Payday loan;Payday loan;DFC Global Corp;FL;Web;Yes;Yes
